from	to	combined_score
RPSA	HSP90AB1	711
FYN	HSP90AB1	806
FYN	HSP90AB1	806
RAC1	HSP90AB1	720
RAC1	HSP90AB1	720
VCP	HSP90AB1	868
VCP	HSP90AB1	868
RPL5	HSP90AB1	524
RPL5	HSP90AB1	524
CD4	PTEN	561
CD4	PTEN	561
SIRT1	PTEN	826
SIRT1	PTEN	826
MAPK1	PTEN	759
MAPK1	PTEN	759
NFKBIA	PTEN	527
NFKBIA	PTEN	527
STUB1	PTEN	979
STUB1	PTEN	979
PIK3R2	PTEN	988
PIK3R2	PTEN	988
CCND1	PTEN	802
CCND1	PTEN	802
GAPDH	PTEN	733
GAPDH	PTEN	733
MAPK14	PTEN	580
MAPK14	PTEN	580
PLCG1	PTEN	795
PLCG1	PTEN	795
KRAS	PTEN	921
KRAS	PTEN	921
MDM2	PTEN	977
MDM2	PTEN	977
CDH1	PTEN	939
CDH1	PTEN	939
CREBBP	PTEN	593
CREBBP	PTEN	593
MAPK3	PTEN	827
MAPK3	PTEN	827
EP300	PTEN	764
EP300	PTEN	764
IL1B	PTEN	501
IL1B	PTEN	501
AKT3	PTEN	926
AKT3	PTEN	926
KDR	PTEN	663
KDR	PTEN	663
PIK3CA	PTEN	995
PIK3CA	PTEN	995
CBL	PTEN	541
CBL	PTEN	541
FGF2	PTEN	577
FGF2	PTEN	577
STAT3	PTEN	748
STAT3	PTEN	748
EGF	PTEN	728
EGF	PTEN	728
ERBB3	PTEN	804
ERBB3	PTEN	804
PXN	PTEN	830
PXN	PTEN	830
TP53	PTEN	999
TP53	PTEN	999
ERBB2	PTEN	898
ERBB2	PTEN	898
RPS27A	PTEN	965
RPS27A	PTEN	965
EGFR	PTEN	931
EGFR	PTEN	931
ATM	PTEN	890
ATM	PTEN	890
PPARG	PTEN	626
PPARG	PTEN	626
KIT	PTEN	699
KIT	PTEN	699
ALB	PTEN	655
ALB	PTEN	655
LRRK2	PTEN	625
LRRK2	PTEN	625
IGF1	PTEN	726
IGF1	PTEN	726
UBB	PTEN	931
UBB	PTEN	931
FOS	PTEN	600
FOS	PTEN	600
CXCL8	PTEN	519
CXCL8	PTEN	519
CASP3	PTEN	767
CASP3	PTEN	767
GSK3B	PTEN	793
GSK3B	PTEN	793
HSP90AA1	PTEN	767
HSP90AA1	PTEN	767
CAV1	PTEN	938
CAV1	PTEN	938
PTPN11	PTEN	684
PTPN11	PTEN	684
PTK2	PTEN	995
PTK2	PTEN	995
ERBB4	PTEN	749
ERBB4	PTEN	749
CTNNB1	PTEN	975
CTNNB1	PTEN	975
FYN	PTEN	609
FYN	PTEN	609
FN1	PTEN	568
FN1	PTEN	568
RAC1	PTEN	507
RAC1	PTEN	507
STAT1	PTEN	501
STAT1	PTEN	501
MTOR	PTEN	940
MTOR	PTEN	940
NRAS	PTEN	841
NRAS	PTEN	841
JUN	PTEN	731
JUN	PTEN	731
HSP90AB1	PTEN	617
HSP90AB1	PTEN	617
MAPK1	NRG3	906
MAPK1	NRG3	906
CDC37	NRG3	900
CDC37	NRG3	900
HBEGF	NRG3	765
HBEGF	NRG3	765
PLCG1	NRG3	676
PLCG1	NRG3	676
EREG	NRG3	792
EREG	NRG3	792
PTPN12	NRG3	900
PTPN12	NRG3	900
KRAS	NRG3	919
KRAS	NRG3	919
GAB1	NRG3	535
GAB1	NRG3	535
MAPK3	NRG3	915
MAPK3	NRG3	915
PIK3CA	NRG3	535
PIK3CA	NRG3	535
EGF	NRG3	768
EGF	NRG3	768
ERBB3	NRG3	978
ERBB3	NRG3	978
ERBB2	NRG3	807
ERBB2	NRG3	807
EGFR	NRG3	967
EGFR	NRG3	967
MEMO1	NRG3	600
MEMO1	NRG3	600
HSP90AA1	NRG3	914
HSP90AA1	NRG3	914
ERBB4	NRG3	999
ERBB4	NRG3	999
FYN	NRG3	534
FYN	NRG3	534
NRG2	NRG3	947
NRG2	NRG3	947
NRAS	NRG3	912
NRAS	NRG3	912
SIRT1	HDAC1	976
SIRT1	HDAC1	976
NFKBIA	HDAC1	990
NFKBIA	HDAC1	990
IL2	HDAC1	666
IL2	HDAC1	666
CCND1	HDAC1	990
CCND1	HDAC1	990
GAPDH	HDAC1	631
GAPDH	HDAC1	631
MDM2	HDAC1	993
MDM2	HDAC1	993
CDH1	HDAC1	668
CDH1	HDAC1	668
CREBBP	HDAC1	987
CREBBP	HDAC1	987
EP300	HDAC1	999
EP300	HDAC1	999
STAT3	HDAC1	989
STAT3	HDAC1	989
TP53	HDAC1	999
TP53	HDAC1	999
EGFR	HDAC1	562
EGFR	HDAC1	562
ATM	HDAC1	965
ATM	HDAC1	965
PPARG	HDAC1	929
PPARG	HDAC1	929
HSPA4	HDAC1	693
HSPA4	HDAC1	693
FOS	HDAC1	789
FOS	HDAC1	789
CASP3	HDAC1	558
CASP3	HDAC1	558
HSP90AA1	HDAC1	773
HSP90AA1	HDAC1	773
CTNNB1	HDAC1	999
CTNNB1	HDAC1	999
STAT1	HDAC1	957
STAT1	HDAC1	957
JUN	HDAC1	958
JUN	HDAC1	958
PTEN	HDAC1	545
PTEN	HDAC1	545
CD4	SRC	895
CD4	SRC	895
MAPK1	SRC	956
MAPK1	SRC	956
NFKBIA	SRC	977
NFKBIA	SRC	977
STUB1	SRC	533
STUB1	SRC	533
CDC37	SRC	677
CDC37	SRC	677
PIK3R2	SRC	955
PIK3R2	SRC	955
IL2	SRC	561
IL2	SRC	561
CCND1	SRC	983
CCND1	SRC	983
GAPDH	SRC	697
GAPDH	SRC	697
MAPK14	SRC	939
MAPK14	SRC	939
HBEGF	SRC	779
HBEGF	SRC	779
IL4	SRC	514
IL4	SRC	514
PLCG1	SRC	970
PLCG1	SRC	970
EREG	SRC	753
EREG	SRC	753
PTPN12	SRC	700
PTPN12	SRC	700
KRAS	SRC	985
KRAS	SRC	985
MDM2	SRC	865
MDM2	SRC	865
CDH1	SRC	999
CDH1	SRC	999
CREBBP	SRC	900
CREBBP	SRC	900
GAB1	SRC	972
GAB1	SRC	972
MAPK3	SRC	971
MAPK3	SRC	971
EP300	SRC	889
EP300	SRC	889
IL1B	SRC	610
IL1B	SRC	610
AKT3	SRC	773
AKT3	SRC	773
KDR	SRC	992
KDR	SRC	992
PIK3CA	SRC	971
PIK3CA	SRC	971
CBL	SRC	999
CBL	SRC	999
FGF2	SRC	624
FGF2	SRC	624
STAT3	SRC	999
STAT3	SRC	999
EGF	SRC	986
EGF	SRC	986
ERBB3	SRC	921
ERBB3	SRC	921
PXN	SRC	999
PXN	SRC	999
TP53	SRC	925
TP53	SRC	925
ERBB2	SRC	985
ERBB2	SRC	985
RPS27A	SRC	782
RPS27A	SRC	782
EGFR	SRC	995
EGFR	SRC	995
ATM	SRC	523
ATM	SRC	523
PPARG	SRC	739
PPARG	SRC	739
KIT	SRC	787
KIT	SRC	787
ALB	SRC	695
ALB	SRC	695
IGF1	SRC	976
IGF1	SRC	976
HSPA4	SRC	685
HSPA4	SRC	685
UBB	SRC	686
UBB	SRC	686
PRKCE	SRC	953
PRKCE	SRC	953
FOS	SRC	936
FOS	SRC	936
CXCL8	SRC	603
CXCL8	SRC	603
CASP3	SRC	689
CASP3	SRC	689
GSK3B	SRC	601
GSK3B	SRC	601
HSP90AA1	SRC	999
HSP90AA1	SRC	999
LCK	SRC	906
LCK	SRC	906
CAV1	SRC	999
CAV1	SRC	999
PTPN11	SRC	985
PTPN11	SRC	985
PTK2	SRC	994
PTK2	SRC	994
ERBB4	SRC	739
ERBB4	SRC	739
CTNNB1	SRC	999
CTNNB1	SRC	999
FYN	SRC	996
FYN	SRC	996
FN1	SRC	981
FN1	SRC	981
RAC1	SRC	973
RAC1	SRC	973
STAT1	SRC	980
STAT1	SRC	980
MTOR	SRC	692
MTOR	SRC	692
NRG2	SRC	584
NRG2	SRC	584
NRAS	SRC	972
NRAS	SRC	972
JUN	SRC	949
JUN	SRC	949
HSP90AB1	SRC	993
HSP90AB1	SRC	993
PTEN	SRC	815
PTEN	SRC	815
NRG3	SRC	552
NRG3	SRC	552
NEDD8	RPS4X	637
NEDD8	RPS4X	637
RPS16	RPS4X	999
RPS16	RPS4X	999
RPS11	RPS4X	999
RPS11	RPS4X	999
RPS27A	RPS4X	999
RPS27A	RPS4X	999
RPS3	RPS4X	999
RPS3	RPS4X	999
RPS23	RPS4X	999
RPS23	RPS4X	999
LRRK2	RPS4X	517
LRRK2	RPS4X	517
RPS9	RPS4X	999
RPS9	RPS4X	999
UBB	RPS4X	806
UBB	RPS4X	806
RPL4	RPS4X	999
RPL4	RPS4X	999
RPS15A	RPS4X	999
RPS15A	RPS4X	999
EEF1G	RPS4X	994
EEF1G	RPS4X	994
RPS2	RPS4X	999
RPS2	RPS4X	999
RPS3A	RPS4X	999
RPS3A	RPS4X	999
RPSA	RPS4X	999
RPSA	RPS4X	999
RPL5	RPS4X	999
RPL5	RPS4X	999
CD4	TLR4	940
CD4	TLR4	940
SIRT1	TLR4	524
SIRT1	TLR4	524
NFKBIA	TLR4	840
NFKBIA	TLR4	840
PIK3R2	TLR4	814
PIK3R2	TLR4	814
IL2	TLR4	693
IL2	TLR4	693
GAPDH	TLR4	732
GAPDH	TLR4	732
MAPK14	TLR4	664
MAPK14	TLR4	664
IL4	TLR4	789
IL4	TLR4	789
MAPK3	TLR4	826
MAPK3	TLR4	826
IL1B	TLR4	927
IL1B	TLR4	927
PIK3CA	TLR4	856
PIK3CA	TLR4	856
STAT3	TLR4	777
STAT3	TLR4	777
EGF	TLR4	514
EGF	TLR4	514
TP53	TLR4	536
TP53	TLR4	536
RPS27A	TLR4	908
RPS27A	TLR4	908
EGFR	TLR4	838
EGFR	TLR4	838
PPARG	TLR4	681
PPARG	TLR4	681
ALB	TLR4	794
ALB	TLR4	794
HSPA4	TLR4	992
HSPA4	TLR4	992
UBB	TLR4	907
UBB	TLR4	907
FOS	TLR4	576
FOS	TLR4	576
CXCL8	TLR4	891
CXCL8	TLR4	891
CASP3	TLR4	690
CASP3	TLR4	690
UBE2N	TLR4	941
UBE2N	TLR4	941
HSP90AA1	TLR4	972
HSP90AA1	TLR4	972
CAV1	TLR4	990
CAV1	TLR4	990
PTPN11	TLR4	939
PTPN11	TLR4	939
CTNNB1	TLR4	518
CTNNB1	TLR4	518
FYN	TLR4	514
FYN	TLR4	514
FN1	TLR4	989
FN1	TLR4	989
STAT1	TLR4	700
STAT1	TLR4	700
MTOR	TLR4	512
MTOR	TLR4	512
JUN	TLR4	716
JUN	TLR4	716
SRC	TLR4	839
SRC	TLR4	839
GAPDH	RPL11	557
GAPDH	RPL11	557
NEDD8	RPL11	858
NEDD8	RPL11	858
RPS16	RPL11	999
RPS16	RPL11	999
MDM2	RPL11	999
MDM2	RPL11	999
TP53	RPL11	954
TP53	RPL11	954
RPS11	RPL11	999
RPS11	RPL11	999
RPS27A	RPL11	999
RPS27A	RPL11	999
RPS3	RPL11	999
RPS3	RPL11	999
RPS23	RPL11	999
RPS23	RPL11	999
RPS9	RPL11	999
RPS9	RPL11	999
UBB	RPL11	642
UBB	RPL11	642
RPL4	RPL11	999
RPL4	RPL11	999
RPS15A	RPL11	999
RPS15A	RPL11	999
EEF1G	RPL11	993
EEF1G	RPL11	993
RPS2	RPL11	999
RPS2	RPL11	999
RPS3A	RPL11	999
RPS3A	RPL11	999
RPSA	RPL11	999
RPSA	RPL11	999
RPL5	RPL11	999
RPL5	RPL11	999
HSP90AB1	RPL11	528
HSP90AB1	RPL11	528
RPS4X	RPL11	999
RPS4X	RPL11	999
SIRT1	AR	977
SIRT1	AR	977
MAPK1	AR	645
MAPK1	AR	645
STUB1	AR	989
STUB1	AR	989
CCND1	AR	998
CCND1	AR	998
GAPDH	AR	852
GAPDH	AR	852
MAPK14	AR	930
MAPK14	AR	930
KRAS	AR	567
KRAS	AR	567
MDM2	AR	998
MDM2	AR	998
CDH1	AR	641
CDH1	AR	641
CREBBP	AR	991
CREBBP	AR	991
MAPK3	AR	548
MAPK3	AR	548
EP300	AR	997
EP300	AR	997
PIK3CA	AR	950
PIK3CA	AR	950
STAT3	AR	995
STAT3	AR	995
EGF	AR	724
EGF	AR	724
ERBB3	AR	743
ERBB3	AR	743
PXN	AR	868
PXN	AR	868
TP53	AR	877
TP53	AR	877
ERBB2	AR	774
ERBB2	AR	774
EGFR	AR	989
EGFR	AR	989
ALB	AR	582
ALB	AR	582
IGF1	AR	706
IGF1	AR	706
HSPA4	AR	972
HSPA4	AR	972
FOS	AR	587
FOS	AR	587
CASP3	AR	692
CASP3	AR	692
GSK3B	AR	966
GSK3B	AR	966
HSP90AA1	AR	999
HSP90AA1	AR	999
CAV1	AR	973
CAV1	AR	973
CTNNB1	AR	999
CTNNB1	AR	999
MTOR	AR	565
MTOR	AR	565
JUN	AR	962
JUN	AR	962
HSP90AB1	AR	949
HSP90AB1	AR	949
PTEN	AR	896
PTEN	AR	896
HDAC1	AR	958
HDAC1	AR	958
SRC	AR	999
SRC	AR	999
GAPDH	RPS6	635
GAPDH	RPS6	635
NEDD8	RPS6	589
NEDD8	RPS6	589
RPS16	RPS6	999
RPS16	RPS6	999
MDM2	RPS6	718
MDM2	RPS6	718
MAPK3	RPS6	609
MAPK3	RPS6	609
AKT3	RPS6	618
AKT3	RPS6	618
PIK3CA	RPS6	581
PIK3CA	RPS6	581
TP53	RPS6	625
TP53	RPS6	625
RPS11	RPS6	999
RPS11	RPS6	999
RPS27A	RPS6	999
RPS27A	RPS6	999
RPS3	RPS6	999
RPS3	RPS6	999
RPS23	RPS6	999
RPS23	RPS6	999
IGF1	RPS6	520
IGF1	RPS6	520
RPS9	RPS6	999
RPS9	RPS6	999
UBB	RPS6	545
UBB	RPS6	545
RPL4	RPS6	999
RPL4	RPS6	999
RPS15A	RPS6	999
RPS15A	RPS6	999
GSK3B	RPS6	545
GSK3B	RPS6	545
EEF1G	RPS6	966
EEF1G	RPS6	966
HSP90AA1	RPS6	692
HSP90AA1	RPS6	692
RPS2	RPS6	999
RPS2	RPS6	999
RPS3A	RPS6	999
RPS3A	RPS6	999
RPSA	RPS6	999
RPSA	RPS6	999
MTOR	RPS6	961
MTOR	RPS6	961
RPL5	RPS6	999
RPL5	RPS6	999
HSP90AB1	RPS6	515
HSP90AB1	RPS6	515
PTEN	RPS6	711
PTEN	RPS6	711
RPS4X	RPS6	999
RPS4X	RPS6	999
RPL11	RPS6	999
RPL11	RPS6	999
CD4	JAK2	617
CD4	JAK2	617
MAPK1	JAK2	929
MAPK1	JAK2	929
RBX1	JAK2	650
RBX1	JAK2	650
NFKBIA	JAK2	968
NFKBIA	JAK2	968
PIK3R2	JAK2	850
PIK3R2	JAK2	850
IL2	JAK2	830
IL2	JAK2	830
CCND1	JAK2	964
CCND1	JAK2	964
GAPDH	JAK2	618
GAPDH	JAK2	618
HBEGF	JAK2	922
HBEGF	JAK2	922
IL4	JAK2	954
IL4	JAK2	954
PLCG1	JAK2	960
PLCG1	JAK2	960
KRAS	JAK2	965
KRAS	JAK2	965
GAB1	JAK2	921
GAB1	JAK2	921
MAPK3	JAK2	937
MAPK3	JAK2	937
IL1B	JAK2	963
IL1B	JAK2	963
KDR	JAK2	866
KDR	JAK2	866
PIK3CA	JAK2	967
PIK3CA	JAK2	967
CBL	JAK2	971
CBL	JAK2	971
STAT3	JAK2	999
STAT3	JAK2	999
EGF	JAK2	586
EGF	JAK2	586
ERBB3	JAK2	942
ERBB3	JAK2	942
PXN	JAK2	929
PXN	JAK2	929
TP53	JAK2	692
TP53	JAK2	692
ERBB2	JAK2	953
ERBB2	JAK2	953
EGFR	JAK2	974
EGFR	JAK2	974
ATM	JAK2	521
ATM	JAK2	521
KIT	JAK2	965
KIT	JAK2	965
ALB	JAK2	556
ALB	JAK2	556
IGF1	JAK2	608
IGF1	JAK2	608
HSPA4	JAK2	719
HSPA4	JAK2	719
FOS	JAK2	520
FOS	JAK2	520
CXCL8	JAK2	563
CXCL8	JAK2	563
CASP3	JAK2	653
CASP3	JAK2	653
HSP90AA1	JAK2	942
HSP90AA1	JAK2	942
LCK	JAK2	916
LCK	JAK2	916
CAV1	JAK2	847
CAV1	JAK2	847
PTPN11	JAK2	999
PTPN11	JAK2	999
PTK2	JAK2	958
PTK2	JAK2	958
ERBB4	JAK2	926
ERBB4	JAK2	926
CTNNB1	JAK2	639
CTNNB1	JAK2	639
FYN	JAK2	730
FYN	JAK2	730
STAT1	JAK2	999
STAT1	JAK2	999
MTOR	JAK2	596
MTOR	JAK2	596
NRAS	JAK2	965
NRAS	JAK2	965
JUN	JAK2	649
JUN	JAK2	649
HSP90AB1	JAK2	725
HSP90AB1	JAK2	725
PTEN	JAK2	740
PTEN	JAK2	740
SRC	JAK2	956
SRC	JAK2	956
TLR4	JAK2	642
TLR4	JAK2	642
SIRT1	AKT2	808
SIRT1	AKT2	808
MAPK1	AKT2	887
MAPK1	AKT2	887
CDC37	AKT2	779
CDC37	AKT2	779
PIK3R2	AKT2	886
PIK3R2	AKT2	886
CCND1	AKT2	532
CCND1	AKT2	532
GAPDH	AKT2	685
GAPDH	AKT2	685
MAPK14	AKT2	763
MAPK14	AKT2	763
KRAS	AKT2	670
KRAS	AKT2	670
MDM2	AKT2	949
MDM2	AKT2	949
MAPK3	AKT2	890
MAPK3	AKT2	890
AKT3	AKT2	813
AKT3	AKT2	813
PIK3CA	AKT2	938
PIK3CA	AKT2	938
STAT3	AKT2	519
STAT3	AKT2	519
ERBB3	AKT2	578
ERBB3	AKT2	578
TP53	AKT2	960
TP53	AKT2	960
PPARG	AKT2	528
PPARG	AKT2	528
IGF1	AKT2	628
IGF1	AKT2	628
CASP3	AKT2	666
CASP3	AKT2	666
GSK3B	AKT2	979
GSK3B	AKT2	979
HSP90AA1	AKT2	930
HSP90AA1	AKT2	930
LCK	AKT2	732
LCK	AKT2	732
CTNNB1	AKT2	972
CTNNB1	AKT2	972
FYN	AKT2	758
FYN	AKT2	758
RAC1	AKT2	744
RAC1	AKT2	744
MTOR	AKT2	979
MTOR	AKT2	979
JUN	AKT2	904
JUN	AKT2	904
HSP90AB1	AKT2	842
HSP90AB1	AKT2	842
PTEN	AKT2	932
PTEN	AKT2	932
SRC	AKT2	793
SRC	AKT2	793
RPS6	AKT2	627
RPS6	AKT2	627
CD4	GRB2	538
CD4	GRB2	538
PTPN18	GRB2	606
PTPN18	GRB2	606
MAPK1	GRB2	986
MAPK1	GRB2	986
CDC37	GRB2	612
CDC37	GRB2	612
PIK3R2	GRB2	876
PIK3R2	GRB2	876
IL2	GRB2	945
IL2	GRB2	945
GAPDH	GRB2	505
GAPDH	GRB2	505
MAPK14	GRB2	587
MAPK14	GRB2	587
HBEGF	GRB2	935
HBEGF	GRB2	935
IL4	GRB2	930
IL4	GRB2	930
PLCG1	GRB2	997
PLCG1	GRB2	997
EREG	GRB2	653
EREG	GRB2	653
PTPN12	GRB2	837
PTPN12	GRB2	837
KRAS	GRB2	990
KRAS	GRB2	990
CDH1	GRB2	558
CDH1	GRB2	558
GAB1	GRB2	999
GAB1	GRB2	999
MAPK3	GRB2	998
MAPK3	GRB2	998
AKT3	GRB2	586
AKT3	GRB2	586
KDR	GRB2	995
KDR	GRB2	995
PIK3CA	GRB2	984
PIK3CA	GRB2	984
CBL	GRB2	999
CBL	GRB2	999
FGF2	GRB2	792
FGF2	GRB2	792
STAT3	GRB2	970
STAT3	GRB2	970
EGF	GRB2	998
EGF	GRB2	998
ERBB3	GRB2	999
ERBB3	GRB2	999
PXN	GRB2	995
PXN	GRB2	995
TP53	GRB2	569
TP53	GRB2	569
ERBB2	GRB2	999
ERBB2	GRB2	999
RPS27A	GRB2	677
RPS27A	GRB2	677
EGFR	GRB2	999
EGFR	GRB2	999
KIT	GRB2	999
KIT	GRB2	999
IGF1	GRB2	993
IGF1	GRB2	993
UBB	GRB2	615
UBB	GRB2	615
FOS	GRB2	520
FOS	GRB2	520
GSK3B	GRB2	553
GSK3B	GRB2	553
HSP90AA1	GRB2	819
HSP90AA1	GRB2	819
LCK	GRB2	945
LCK	GRB2	945
CAV1	GRB2	948
CAV1	GRB2	948
PTPN11	GRB2	996
PTPN11	GRB2	996
PTK2	GRB2	999
PTK2	GRB2	999
ERBB4	GRB2	999
ERBB4	GRB2	999
CTNNB1	GRB2	579
CTNNB1	GRB2	579
FYN	GRB2	961
FYN	GRB2	961
FN1	GRB2	822
FN1	GRB2	822
RAC1	GRB2	813
RAC1	GRB2	813
MTOR	GRB2	952
MTOR	GRB2	952
NRG2	GRB2	575
NRG2	GRB2	575
NRAS	GRB2	976
NRAS	GRB2	976
JUN	GRB2	608
JUN	GRB2	608
HSP90AB1	GRB2	514
HSP90AB1	GRB2	514
PTEN	GRB2	958
PTEN	GRB2	958
NRG3	GRB2	568
NRG3	GRB2	568
SRC	GRB2	984
SRC	GRB2	984
JAK2	GRB2	999
JAK2	GRB2	999
AKT2	GRB2	631
AKT2	GRB2	631
RBX1	CUL5	999
RBX1	CUL5	999
CDC37	CUL5	907
CDC37	CUL5	907
NEDD8	CUL5	999
NEDD8	CUL5	999
TP53	CUL5	618
TP53	CUL5	618
ERBB2	CUL5	935
ERBB2	CUL5	935
RPS27A	CUL5	710
RPS27A	CUL5	710
HSPA4	CUL5	773
HSPA4	CUL5	773
UBB	CUL5	697
UBB	CUL5	697
HSP90AA1	CUL5	993
HSP90AA1	CUL5	993
MAPK1	PRKCD	948
MAPK1	PRKCD	948
NFKBIA	PRKCD	945
NFKBIA	PRKCD	945
PIK3R2	PRKCD	836
PIK3R2	PRKCD	836
PLCG1	PRKCD	889
PLCG1	PRKCD	889
KRAS	PRKCD	790
KRAS	PRKCD	790
MAPK3	PRKCD	953
MAPK3	PRKCD	953
EP300	PRKCD	684
EP300	PRKCD	684
PIK3CA	PRKCD	939
PIK3CA	PRKCD	939
STAT3	PRKCD	984
STAT3	PRKCD	984
TP53	PRKCD	987
TP53	PRKCD	987
IGF1	PRKCD	960
IGF1	PRKCD	960
PRKCE	PRKCD	808
PRKCE	PRKCD	808
CASP3	PRKCD	984
CASP3	PRKCD	984
HSP90AA1	PRKCD	858
HSP90AA1	PRKCD	858
LCK	PRKCD	940
LCK	PRKCD	940
CTNNB1	PRKCD	589
CTNNB1	PRKCD	589
FYN	PRKCD	986
FYN	PRKCD	986
RAC1	PRKCD	566
RAC1	PRKCD	566
STAT1	PRKCD	996
STAT1	PRKCD	996
MTOR	PRKCD	866
MTOR	PRKCD	866
NRAS	PRKCD	781
NRAS	PRKCD	781
JUN	PRKCD	557
JUN	PRKCD	557
SRC	PRKCD	971
SRC	PRKCD	971
JAK2	PRKCD	921
JAK2	PRKCD	921
GRB2	PRKCD	940
GRB2	PRKCD	940
CDC37	NRG4	900
CDC37	NRG4	900
HBEGF	NRG4	771
HBEGF	NRG4	771
PLCG1	NRG4	658
PLCG1	NRG4	658
EREG	NRG4	809
EREG	NRG4	809
PTPN12	NRG4	900
PTPN12	NRG4	900
KRAS	NRG4	905
KRAS	NRG4	905
GAB1	NRG4	525
GAB1	NRG4	525
EGF	NRG4	794
EGF	NRG4	794
ERBB3	NRG4	902
ERBB3	NRG4	902
ERBB2	NRG4	945
ERBB2	NRG4	945
EGFR	NRG4	953
EGFR	NRG4	953
MEMO1	NRG4	600
MEMO1	NRG4	600
HSP90AA1	NRG4	901
HSP90AA1	NRG4	901
ERBB4	NRG4	998
ERBB4	NRG4	998
FYN	NRG4	503
FYN	NRG4	503
NRG2	NRG4	981
NRG2	NRG4	981
NRAS	NRG4	900
NRAS	NRG4	900
NRG3	NRG4	981
NRG3	NRG4	981
SRC	NRG4	549
SRC	NRG4	549
GRB2	NRG4	567
GRB2	NRG4	567
CD4	MATK	626
CD4	MATK	626
MAPK1	MATK	913
MAPK1	MATK	913
HBEGF	MATK	629
HBEGF	MATK	629
EREG	MATK	600
EREG	MATK	600
RPS16	MATK	775
RPS16	MATK	775
MAPK3	MATK	919
MAPK3	MATK	919
EGF	MATK	650
EGF	MATK	650
ERBB3	MATK	773
ERBB3	MATK	773
ERBB2	MATK	904
ERBB2	MATK	904
EGFR	MATK	723
EGFR	MATK	723
RPS3	MATK	537
RPS3	MATK	537
KIT	MATK	970
KIT	MATK	970
ERBB4	MATK	685
ERBB4	MATK	685
NRG2	MATK	623
NRG2	MATK	623
NRG3	MATK	600
NRG3	MATK	600
SRC	MATK	546
SRC	MATK	546
NRG4	MATK	600
NRG4	MATK	600
SIRT1	CDK1	656
SIRT1	CDK1	656
CDC37	CDK1	616
CDC37	CDK1	616
CCND1	CDK1	992
CCND1	CDK1	992
GAPDH	CDK1	658
GAPDH	CDK1	658
KRAS	CDK1	581
KRAS	CDK1	581
MDM2	CDK1	965
MDM2	CDK1	965
CDH1	CDK1	506
CDH1	CDK1	506
EP300	CDK1	570
EP300	CDK1	570
STAT3	CDK1	677
STAT3	CDK1	677
TP53	CDK1	977
TP53	CDK1	977
RPS27A	CDK1	724
RPS27A	CDK1	724
EGFR	CDK1	828
EGFR	CDK1	828
ATM	CDK1	822
ATM	CDK1	822
ALB	CDK1	516
ALB	CDK1	516
HSPA4	CDK1	598
HSPA4	CDK1	598
UBB	CDK1	651
UBB	CDK1	651
PRKCE	CDK1	907
PRKCE	CDK1	907
CASP3	CDK1	749
CASP3	CDK1	749
HSP90AA1	CDK1	926
HSP90AA1	CDK1	926
CTNNB1	CDK1	639
CTNNB1	CDK1	639
MTOR	CDK1	534
MTOR	CDK1	534
JUN	CDK1	690
JUN	CDK1	690
HSP90AB1	CDK1	748
HSP90AB1	CDK1	748
PTEN	CDK1	654
PTEN	CDK1	654
HDAC1	CDK1	965
HDAC1	CDK1	965
SRC	CDK1	950
SRC	CDK1	950
AR	CDK1	854
AR	CDK1	854
SIRT1	MAPK8	725
SIRT1	MAPK8	725
MAPK1	MAPK8	931
MAPK1	MAPK8	931
NFKBIA	MAPK8	726
NFKBIA	MAPK8	726
IL2	MAPK8	937
IL2	MAPK8	937
CCND1	MAPK8	556
CCND1	MAPK8	556
GAPDH	MAPK8	613
GAPDH	MAPK8	613
MAPK14	MAPK8	803
MAPK14	MAPK8	803
KRAS	MAPK8	924
KRAS	MAPK8	924
GAB1	MAPK8	917
GAB1	MAPK8	917
MAPK3	MAPK8	934
MAPK3	MAPK8	934
EP300	MAPK8	949
EP300	MAPK8	949
IL1B	MAPK8	658
IL1B	MAPK8	658
CBL	MAPK8	615
CBL	MAPK8	615
STAT3	MAPK8	897
STAT3	MAPK8	897
EGF	MAPK8	549
EGF	MAPK8	549
ERBB3	MAPK8	926
ERBB3	MAPK8	926
PXN	MAPK8	838
PXN	MAPK8	838
TP53	MAPK8	997
TP53	MAPK8	997
ERBB2	MAPK8	944
ERBB2	MAPK8	944
EGFR	MAPK8	731
EGFR	MAPK8	731
ATM	MAPK8	776
ATM	MAPK8	776
PPARG	MAPK8	571
PPARG	MAPK8	571
KIT	MAPK8	918
KIT	MAPK8	918
ALB	MAPK8	517
ALB	MAPK8	517
PRKCE	MAPK8	844
PRKCE	MAPK8	844
FOS	MAPK8	975
FOS	MAPK8	975
CXCL8	MAPK8	557
CXCL8	MAPK8	557
CASP3	MAPK8	785
CASP3	MAPK8	785
HSP90AA1	MAPK8	580
HSP90AA1	MAPK8	580
LCK	MAPK8	934
LCK	MAPK8	934
CTNNB1	MAPK8	817
CTNNB1	MAPK8	817
FYN	MAPK8	937
FYN	MAPK8	937
RAC1	MAPK8	960
RAC1	MAPK8	960
MTOR	MAPK8	697
MTOR	MAPK8	697
NRAS	MAPK8	908
NRAS	MAPK8	908
JUN	MAPK8	999
JUN	MAPK8	999
PTEN	MAPK8	617
PTEN	MAPK8	617
SRC	MAPK8	947
SRC	MAPK8	947
TLR4	MAPK8	703
TLR4	MAPK8	703
AR	MAPK8	925
AR	MAPK8	925
