from	to	combined_score
PIK3R2	PTK2	863
PIK3R2	PTK2	863
CCND1	PTK2	563
CCND1	PTK2	563
GAPDH	PTK2	670
GAPDH	PTK2	670
MAPK14	PTK2	850
MAPK14	PTK2	850
HBEGF	PTK2	619
HBEGF	PTK2	619
NCK2	PTK2	947
NCK2	PTK2	947
PLCG1	PTK2	988
PLCG1	PTK2	988
EREG	PTK2	577
EREG	PTK2	577
PTPN12	PTK2	798
PTPN12	PTK2	798
KRAS	PTK2	953
KRAS	PTK2	953
MDM2	PTK2	725
MDM2	PTK2	725
ITGAV	PTK2	989
ITGAV	PTK2	989
CDH1	PTK2	669
CDH1	PTK2	669
FLT4	PTK2	935
FLT4	PTK2	935
MAPK3	PTK2	944
MAPK3	PTK2	944
KDR	PTK2	932
KDR	PTK2	932
PIK3CA	PTK2	953
PIK3CA	PTK2	953
CBL	PTK2	841
CBL	PTK2	841
FGF2	PTK2	520
FGF2	PTK2	520
SHC2	PTK2	828
SHC2	PTK2	828
STAT3	PTK2	960
STAT3	PTK2	960
EGF	PTK2	803
EGF	PTK2	803
PXN	PTK2	999
PXN	PTK2	999
TP53	PTK2	955
TP53	PTK2	955
ERBB2	PTK2	970
ERBB2	PTK2	970
SH3GL1	PTK2	911
SH3GL1	PTK2	911
RASA1	PTK2	932
RASA1	PTK2	932
EGFR	PTK2	973
EGFR	PTK2	973
PAK1	PTK2	913
PAK1	PTK2	913
DOCK1	PTK2	972
DOCK1	PTK2	972
FLT1	PTK2	974
FLT1	PTK2	974
ELMO2	PTK2	659
ELMO2	PTK2	659
TGFA	PTK2	515
TGFA	PTK2	515
ALB	PTK2	501
ALB	PTK2	501
CRK	PTK2	998
CRK	PTK2	998
HSPA4	PTK2	575
HSPA4	PTK2	575
FOS	PTK2	936
FOS	PTK2	936
PRKACA	PTK2	808
PRKACA	PTK2	808
CASP3	PTK2	953
CASP3	PTK2	953
ELMO1	PTK2	910
ELMO1	PTK2	910
PAK2	PTK2	911
PAK2	PTK2	911
ROCK2	PTK2	920
ROCK2	PTK2	920
MAPK11	PTK2	829
MAPK11	PTK2	829
HSP90AA1	PTK2	961
HSP90AA1	PTK2	961
LCK	PTK2	949
LCK	PTK2	949
CAV1	PTK2	516
CAV1	PTK2	516
PTPN11	PTK2	993
PTPN11	PTK2	993
GAPDH	RPS2	596
GAPDH	RPS2	596
NEDD8	RPS2	549
NEDD8	RPS2	549
RPS16	RPS2	999
RPS16	RPS2	999
RPS11	RPS2	999
RPS11	RPS2	999
RPS27A	RPS2	999
RPS27A	RPS2	999
RPS3	RPS2	999
RPS3	RPS2	999
LRRK2	RPS2	566
LRRK2	RPS2	566
RPS9	RPS2	999
RPS9	RPS2	999
HSPA4	RPS2	614
HSPA4	RPS2	614
RPL4	RPS2	999
RPL4	RPS2	999
RUVBL1	RPS2	683
RUVBL1	RPS2	683
RPS15A	RPS2	999
RPS15A	RPS2	999
HSP90AA1	RPS2	551
HSP90AA1	RPS2	551
GAPDH	CDH5	600
GAPDH	CDH5	600
CDH1	CDH5	632
CDH1	CDH5	632
FLT4	CDH5	869
FLT4	CDH5	869
IL1B	CDH5	504
IL1B	CDH5	504
KDR	CDH5	999
KDR	CDH5	999
FGF2	CDH5	668
FGF2	CDH5	668
EGF	CDH5	561
EGF	CDH5	561
NRP1	CDH5	505
NRP1	CDH5	505
PXN	CDH5	705
PXN	CDH5	705
EGFR	CDH5	686
EGFR	CDH5	686
PAK1	CDH5	911
PAK1	CDH5	911
FLT1	CDH5	728
FLT1	CDH5	728
KIT	CDH5	646
KIT	CDH5	646
ALB	CDH5	656
ALB	CDH5	656
NOS3	CDH5	727
NOS3	CDH5	727
CTNNA1	CDH5	992
CTNNA1	CDH5	992
CXCL8	CDH5	505
CXCL8	CDH5	505
PAK2	CDH5	901
PAK2	CDH5	901
ROCK2	CDH5	646
ROCK2	CDH5	646
CAV1	CDH5	713
CAV1	CDH5	713
PTPN11	CDH5	947
PTPN11	CDH5	947
PTK2	CDH5	900
PTK2	CDH5	900
MAPK1	PDPK1	926
MAPK1	PDPK1	926
NFKBIA	PDPK1	712
NFKBIA	PDPK1	712
TRIB3	PDPK1	683
TRIB3	PDPK1	683
PIK3R2	PDPK1	915
PIK3R2	PDPK1	915
PLCG1	PDPK1	508
PLCG1	PDPK1	508
RAC2	PDPK1	719
RAC2	PDPK1	719
KRAS	PDPK1	763
KRAS	PDPK1	763
MDM2	PDPK1	753
MDM2	PDPK1	753
AKT3	PDPK1	959
AKT3	PDPK1	959
PIK3CA	PDPK1	977
PIK3CA	PDPK1	977
MAPKAP1	PDPK1	633
MAPKAP1	PDPK1	633
RICTOR	PDPK1	852
RICTOR	PDPK1	852
NOS3	PDPK1	756
NOS3	PDPK1	756
GSK3B	PDPK1	771
GSK3B	PDPK1	771
HSP90AA1	PDPK1	981
HSP90AA1	PDPK1	981
LCK	PDPK1	719
LCK	PDPK1	719
CD4	CTNNB1	678
CD4	CTNNB1	678
SIRT1	CTNNB1	879
SIRT1	CTNNB1	879
MAPK12	CTNNB1	706
MAPK12	CTNNB1	706
MAPK1	CTNNB1	633
MAPK1	CTNNB1	633
RBX1	CTNNB1	806
RBX1	CTNNB1	806
NFKBIA	CTNNB1	570
NFKBIA	CTNNB1	570
PIK3R2	CTNNB1	601
PIK3R2	CTNNB1	601
CCND1	CTNNB1	993
CCND1	CTNNB1	993
GAPDH	CTNNB1	868
GAPDH	CTNNB1	868
MAPK14	CTNNB1	822
MAPK14	CTNNB1	822
HSPB1	CTNNB1	614
HSPB1	CTNNB1	614
RAC2	CTNNB1	681
RAC2	CTNNB1	681
KRAS	CTNNB1	854
KRAS	CTNNB1	854
CCNB1	CTNNB1	622
CCNB1	CTNNB1	622
MDM2	CTNNB1	640
MDM2	CTNNB1	640
ADAM10	CTNNB1	949
ADAM10	CTNNB1	949
CDH1	CTNNB1	999
CDH1	CTNNB1	999
CREBBP	CTNNB1	999
CREBBP	CTNNB1	999
MAPK3	CTNNB1	768
MAPK3	CTNNB1	768
EP300	CTNNB1	999
EP300	CTNNB1	999
IL1B	CTNNB1	612
IL1B	CTNNB1	612
AKT3	CTNNB1	713
AKT3	CTNNB1	713
KDR	CTNNB1	998
KDR	CTNNB1	998
PIK3CA	CTNNB1	975
PIK3CA	CTNNB1	975
CBL	CTNNB1	913
CBL	CTNNB1	913
FGF2	CTNNB1	779
FGF2	CTNNB1	779
STAT3	CTNNB1	812
STAT3	CTNNB1	812
EGF	CTNNB1	979
EGF	CTNNB1	979
PXN	CTNNB1	985
PXN	CTNNB1	985
TP53	CTNNB1	863
TP53	CTNNB1	863
ERBB2	CTNNB1	999
ERBB2	CTNNB1	999
RPS27A	CTNNB1	762
RPS27A	CTNNB1	762
CCNA2	CTNNB1	697
CCNA2	CTNNB1	697
EGFR	CTNNB1	999
EGFR	CTNNB1	999
PAK1	CTNNB1	957
PAK1	CTNNB1	957
ATM	CTNNB1	630
ATM	CTNNB1	630
FLT1	CTNNB1	838
FLT1	CTNNB1	838
APP	CTNNB1	829
APP	CTNNB1	829
PPARG	CTNNB1	997
PPARG	CTNNB1	997
KIT	CTNNB1	685
KIT	CTNNB1	685
ALB	CTNNB1	803
ALB	CTNNB1	803
NOS3	CTNNB1	617
NOS3	CTNNB1	617
LRRK2	CTNNB1	856
LRRK2	CTNNB1	856
MMP3	CTNNB1	958
MMP3	CTNNB1	958
PLK1	CTNNB1	697
PLK1	CTNNB1	697
CRK	CTNNB1	520
CRK	CTNNB1	520
AXL	CTNNB1	516
AXL	CTNNB1	516
IGF1	CTNNB1	968
IGF1	CTNNB1	968
HSPA4	CTNNB1	578
HSPA4	CTNNB1	578
CTNNA1	CTNNB1	999
CTNNA1	CTNNB1	999
UBB	CTNNB1	691
UBB	CTNNB1	691
FOS	CTNNB1	992
FOS	CTNNB1	992
CXCL8	CTNNB1	642
CXCL8	CTNNB1	642
CYCS	CTNNB1	528
CYCS	CTNNB1	528
PRKACA	CTNNB1	828
PRKACA	CTNNB1	828
CASP3	CTNNB1	990
CASP3	CTNNB1	990
PAK2	CTNNB1	921
PAK2	CTNNB1	921
ROCK2	CTNNB1	913
ROCK2	CTNNB1	913
RUVBL1	CTNNB1	999
RUVBL1	CTNNB1	999
EZH2	CTNNB1	983
EZH2	CTNNB1	983
HSPA5	CTNNB1	512
HSPA5	CTNNB1	512
GSK3B	CTNNB1	999
GSK3B	CTNNB1	999
HGS	CTNNB1	922
HGS	CTNNB1	922
SMAD3	CTNNB1	998
SMAD3	CTNNB1	998
MAPK11	CTNNB1	746
MAPK11	CTNNB1	746
HSP90AA1	CTNNB1	685
HSP90AA1	CTNNB1	685
CAV1	CTNNB1	976
CAV1	CTNNB1	976
PTPN11	CTNNB1	995
PTPN11	CTNNB1	995
PTK2	CTNNB1	816
PTK2	CTNNB1	816
CDH5	CTNNB1	999
CDH5	CTNNB1	999
RBX1	RPS3A	585
RBX1	RPS3A	585
GAPDH	RPS3A	683
GAPDH	RPS3A	683
RPS16	RPS3A	999
RPS16	RPS3A	999
RPS11	RPS3A	999
RPS11	RPS3A	999
RPS27A	RPS3A	999
RPS27A	RPS3A	999
RPS3	RPS3A	999
RPS3	RPS3A	999
LRRK2	RPS3A	555
LRRK2	RPS3A	555
RPS9	RPS3A	999
RPS9	RPS3A	999
UBB	RPS3A	750
UBB	RPS3A	750
RPL4	RPS3A	999
RPL4	RPS3A	999
RUVBL1	RPS3A	651
RUVBL1	RPS3A	651
RPS15A	RPS3A	999
RPS15A	RPS3A	999
HSP90AA1	RPS3A	745
HSP90AA1	RPS3A	745
RPS2	RPS3A	999
RPS2	RPS3A	999
GAPDH	RPSA	569
GAPDH	RPSA	569
RPS16	RPSA	999
RPS16	RPSA	999
RPS11	RPSA	999
RPS11	RPSA	999
RPS27A	RPSA	999
RPS27A	RPSA	999
RPS3	RPSA	999
RPS3	RPSA	999
RPS9	RPSA	999
RPS9	RPSA	999
HSPA4	RPSA	784
HSPA4	RPSA	784
RPL4	RPSA	999
RPL4	RPSA	999
RUVBL1	RPSA	677
RUVBL1	RPSA	677
RPS15A	RPSA	999
RPS15A	RPSA	999
HSPA5	RPSA	541
HSPA5	RPSA	541
HSP90AA1	RPSA	746
HSP90AA1	RPSA	746
RPS2	RPSA	999
RPS2	RPSA	999
RPS3A	RPSA	999
RPS3A	RPSA	999
CD4	FYN	991
CD4	FYN	991
MAPK13	FYN	922
MAPK13	FYN	922
MAPK12	FYN	923
MAPK12	FYN	923
MAPK1	FYN	938
MAPK1	FYN	938
PIK3R2	FYN	887
PIK3R2	FYN	887
IL2	FYN	949
IL2	FYN	949
GAPDH	FYN	507
GAPDH	FYN	507
MAPK14	FYN	932
MAPK14	FYN	932
HBEGF	FYN	570
HBEGF	FYN	570
NCK2	FYN	929
NCK2	FYN	929
PLCG1	FYN	967
PLCG1	FYN	967
EREG	FYN	531
EREG	FYN	531
RAC2	FYN	898
RAC2	FYN	898
KRAS	FYN	963
KRAS	FYN	963
ADAM10	FYN	512
ADAM10	FYN	512
ITGAV	FYN	927
ITGAV	FYN	927
CDH1	FYN	975
CDH1	FYN	975
IL1B	FYN	501
IL1B	FYN	501
AKT3	FYN	757
AKT3	FYN	757
KDR	FYN	957
KDR	FYN	957
PIK3CA	FYN	934
PIK3CA	FYN	934
CBL	FYN	999
CBL	FYN	999
SHC2	FYN	837
SHC2	FYN	837
STAT3	FYN	966
STAT3	FYN	966
EGF	FYN	951
EGF	FYN	951
NRP1	FYN	886
NRP1	FYN	886
PXN	FYN	982
PXN	FYN	982
ERBB2	FYN	798
ERBB2	FYN	798
SH3GL1	FYN	908
SH3GL1	FYN	908
RASA1	FYN	928
RASA1	FYN	928
EGFR	FYN	938
EGFR	FYN	938
PAK1	FYN	926
PAK1	FYN	926
DOCK1	FYN	938
DOCK1	FYN	938
APP	FYN	812
APP	FYN	812
KIT	FYN	786
KIT	FYN	786
ALB	FYN	517
ALB	FYN	517
CRK	FYN	973
CRK	FYN	973
CTNNA1	FYN	920
CTNNA1	FYN	920
ITPR1	FYN	600
ITPR1	FYN	600
PRKACA	FYN	923
PRKACA	FYN	923
CASP3	FYN	537
CASP3	FYN	537
ELMO1	FYN	909
ELMO1	FYN	909
PAK2	FYN	944
PAK2	FYN	944
GSK3B	FYN	923
GSK3B	FYN	923
MAPK11	FYN	925
MAPK11	FYN	925
HSP90AA1	FYN	969
HSP90AA1	FYN	969
LCK	FYN	930
LCK	FYN	930
CAV1	FYN	998
CAV1	FYN	998
PTPN11	FYN	974
PTPN11	FYN	974
PTK2	FYN	980
PTK2	FYN	980
CDH5	FYN	890
CDH5	FYN	890
PDPK1	FYN	751
PDPK1	FYN	751
CTNNB1	FYN	991
CTNNB1	FYN	991
CD4	FN1	864
CD4	FN1	864
MAPK1	FN1	773
MAPK1	FN1	773
IL2	FN1	558
IL2	FN1	558
CCND1	FN1	679
CCND1	FN1	679
IFNG	FN1	559
IFNG	FN1	559
GAPDH	FN1	988
GAPDH	FN1	988
MAPK14	FN1	551
MAPK14	FN1	551
HBEGF	FN1	564
HBEGF	FN1	564
IL4	FN1	958
IL4	FN1	958
RAC2	FN1	521
RAC2	FN1	521
KRAS	FN1	853
KRAS	FN1	853
ITGAV	FN1	999
ITGAV	FN1	999
CDH1	FN1	869
CDH1	FN1	869
FLT4	FN1	951
FLT4	FN1	951
MAPK3	FN1	882
MAPK3	FN1	882
IL1B	FN1	721
IL1B	FN1	721
KDR	FN1	816
KDR	FN1	816
FGF2	FN1	930
FGF2	FN1	930
STAT3	FN1	651
STAT3	FN1	651
EGF	FN1	838
EGF	FN1	838
NRP1	FN1	824
NRP1	FN1	824
PXN	FN1	996
PXN	FN1	996
TP53	FN1	670
TP53	FN1	670
ERBB2	FN1	695
ERBB2	FN1	695
EGFR	FN1	838
EGFR	FN1	838
FLT1	FN1	631
FLT1	FN1	631
APP	FN1	578
APP	FN1	578
PPARG	FN1	567
PPARG	FN1	567
KIT	FN1	737
KIT	FN1	737
ALB	FN1	954
ALB	FN1	954
NOS3	FN1	603
NOS3	FN1	603
VEGFD	FN1	937
VEGFD	FN1	937
MMP3	FN1	767
MMP3	FN1	767
CRK	FN1	780
CRK	FN1	780
AXL	FN1	664
AXL	FN1	664
IGF1	FN1	978
IGF1	FN1	978
HSPA4	FN1	623
HSPA4	FN1	623
FOS	FN1	530
FOS	FN1	530
CXCL8	FN1	723
CXCL8	FN1	723
PRKACA	FN1	900
PRKACA	FN1	900
ADAM17	FN1	519
ADAM17	FN1	519
CASP3	FN1	672
CASP3	FN1	672
ROCK2	FN1	524
ROCK2	FN1	524
GSK3B	FN1	509
GSK3B	FN1	509
SMAD3	FN1	766
SMAD3	FN1	766
HSP90AA1	FN1	592
HSP90AA1	FN1	592
CAV1	FN1	797
CAV1	FN1	797
PTPN11	FN1	540
PTPN11	FN1	540
PTK2	FN1	991
PTK2	FN1	991
CDH5	FN1	709
CDH5	FN1	709
CTNNB1	FN1	790
CTNNB1	FN1	790
FYN	FN1	901
FYN	FN1	901
MAPK13	RAC1	934
MAPK13	RAC1	934
MAPK12	RAC1	940
MAPK12	RAC1	940
MAPK1	RAC1	948
MAPK1	RAC1	948
PIK3R2	RAC1	566
PIK3R2	RAC1	566
MAPK14	RAC1	944
MAPK14	RAC1	944
NCK2	RAC1	935
NCK2	RAC1	935
PLCG1	RAC1	802
PLCG1	RAC1	802
RAC2	RAC1	533
RAC2	RAC1	533
KRAS	RAC1	940
KRAS	RAC1	940
ITGAV	RAC1	913
ITGAV	RAC1	913
CYBA	RAC1	950
CYBA	RAC1	950
CDH1	RAC1	944
CDH1	RAC1	944
GAB1	RAC1	913
GAB1	RAC1	913
MAPK3	RAC1	957
MAPK3	RAC1	957
AKT3	RAC1	724
AKT3	RAC1	724
KDR	RAC1	923
KDR	RAC1	923
PIK3CA	RAC1	943
PIK3CA	RAC1	943
STAT3	RAC1	958
STAT3	RAC1	958
EGF	RAC1	938
EGF	RAC1	938
NRP1	RAC1	638
NRP1	RAC1	638
PXN	RAC1	977
PXN	RAC1	977
ERBB2	RAC1	607
ERBB2	RAC1	607
EGFR	RAC1	944
EGFR	RAC1	944
PAK1	RAC1	999
PAK1	RAC1	999
DOCK1	RAC1	995
DOCK1	RAC1	995
KIT	RAC1	573
KIT	RAC1	573
NCF1	RAC1	969
NCF1	RAC1	969
ELMO2	RAC1	943
ELMO2	RAC1	943
NCKAP1L	RAC1	697
NCKAP1L	RAC1	697
ABI2	RAC1	960
ABI2	RAC1	960
LRRK2	RAC1	690
LRRK2	RAC1	690
CRK	RAC1	949
CRK	RAC1	949
CTNNA1	RAC1	918
CTNNA1	RAC1	918
ELMO1	RAC1	971
ELMO1	RAC1	971
PAK2	RAC1	995
PAK2	RAC1	995
BAIAP2	RAC1	967
BAIAP2	RAC1	967
ROCK2	RAC1	946
ROCK2	RAC1	946
MAPK11	RAC1	934
MAPK11	RAC1	934
WASF3	RAC1	718
WASF3	RAC1	718
HSP90AA1	RAC1	931
HSP90AA1	RAC1	931
LCK	RAC1	937
LCK	RAC1	937
CAV1	RAC1	908
CAV1	RAC1	908
PTK2	RAC1	954
PTK2	RAC1	954
CDH5	RAC1	748
CDH5	RAC1	748
PDPK1	RAC1	661
PDPK1	RAC1	661
CTNNB1	RAC1	957
CTNNB1	RAC1	957
FYN	RAC1	949
FYN	RAC1	949
FN1	RAC1	950
FN1	RAC1	950
MAPK1	CALM1	518
MAPK1	CALM1	518
MAPK14	CALM1	501
MAPK14	CALM1	501
KRAS	CALM1	878
KRAS	CALM1	878
ERBB2	CALM1	503
ERBB2	CALM1	503
EGFR	CALM1	915
EGFR	CALM1	915
ALB	CALM1	514
ALB	CALM1	514
NOS3	CALM1	997
NOS3	CALM1	997
ITPR1	CALM1	643
ITPR1	CALM1	643
HSPA5	CALM1	509
HSPA5	CALM1	509
HSP90AA1	CALM1	704
HSP90AA1	CALM1	704
CD4	VCP	853
CD4	VCP	853
RBX1	VCP	534
RBX1	VCP	534
NFKBIA	VCP	914
NFKBIA	VCP	914
GAPDH	VCP	503
GAPDH	VCP	503
NEDD8	VCP	592
NEDD8	VCP	592
TP53	VCP	558
TP53	VCP	558
RPS27A	VCP	904
RPS27A	VCP	904
APP	VCP	675
APP	VCP	675
LRRK2	VCP	637
LRRK2	VCP	637
HSPA4	VCP	855
HSPA4	VCP	855
UBB	VCP	923
UBB	VCP	923
ITPR1	VCP	582
ITPR1	VCP	582
HSPA5	VCP	906
HSPA5	VCP	906
HSP90AA1	VCP	955
HSP90AA1	VCP	955
CAV1	VCP	927
CAV1	VCP	927
FLT4	NRP2	998
FLT4	NRP2	998
KDR	NRP2	997
KDR	NRP2	997
NRP1	NRP2	866
NRP1	NRP2	866
FLT1	NRP2	990
FLT1	NRP2	990
VEGFD	NRP2	827
VEGFD	NRP2	827
VEGFB	NRP2	730
VEGFB	NRP2	730
MAPK1	PAK3	607
MAPK1	PAK3	607
MAPK14	PAK3	956
MAPK14	PAK3	956
NCK2	PAK3	958
NCK2	PAK3	958
RAC2	PAK3	882
RAC2	PAK3	882
KRAS	PAK3	931
KRAS	PAK3	931
MAPK3	PAK3	603
MAPK3	PAK3	603
NRP1	PAK3	600
NRP1	PAK3	600
PXN	PAK3	967
PXN	PAK3	967
PAK1	PAK3	904
PAK1	PAK3	904
CTNNA1	PAK3	904
CTNNA1	PAK3	904
PAK2	PAK3	902
PAK2	PAK3	902
MAPK11	PAK3	943
MAPK11	PAK3	943
HSP90AA1	PAK3	700
HSP90AA1	PAK3	700
LCK	PAK3	693
LCK	PAK3	693
PTK2	PAK3	905
PTK2	PAK3	905
CDH5	PAK3	902
CDH5	PAK3	902
CTNNB1	PAK3	919
CTNNB1	PAK3	919
FYN	PAK3	695
FYN	PAK3	695
RAC1	PAK3	989
RAC1	PAK3	989
MAPK1	NCKAP1	910
MAPK1	NCKAP1	910
NCK2	NCKAP1	705
NCK2	NCKAP1	705
RAC2	NCKAP1	855
RAC2	NCKAP1	855
MAPK3	NCKAP1	907
MAPK3	NCKAP1	907
DOCK1	NCKAP1	554
DOCK1	NCKAP1	554
NCKAP1L	NCKAP1	902
NCKAP1L	NCKAP1	902
ABI2	NCKAP1	999
ABI2	NCKAP1	999
BAIAP2	NCKAP1	981
BAIAP2	NCKAP1	981
WASF3	NCKAP1	994
WASF3	NCKAP1	994
RAC1	NCKAP1	993
RAC1	NCKAP1	993
CD4	STAT1	766
CD4	STAT1	766
MAPK13	STAT1	936
MAPK13	STAT1	936
MAPK12	STAT1	934
MAPK12	STAT1	934
MAPK1	STAT1	963
MAPK1	STAT1	963
RBX1	STAT1	684
RBX1	STAT1	684
NFKBIA	STAT1	732
NFKBIA	STAT1	732
IL2	STAT1	968
IL2	STAT1	968
CCND1	STAT1	895
CCND1	STAT1	895
IFNG	STAT1	983
IFNG	STAT1	983
GAPDH	STAT1	667
GAPDH	STAT1	667
MAPK14	STAT1	963
MAPK14	STAT1	963
IL4	STAT1	717
IL4	STAT1	717
PLCG1	STAT1	505
PLCG1	STAT1	505
ITGAV	STAT1	750
ITGAV	STAT1	750
CREBBP	STAT1	999
CREBBP	STAT1	999
MAPK3	STAT1	969
MAPK3	STAT1	969
EP300	STAT1	999
EP300	STAT1	999
IL1B	STAT1	746
IL1B	STAT1	746
STAT3	STAT1	988
STAT3	STAT1	988
EGF	STAT1	956
EGF	STAT1	956
TP53	STAT1	927
TP53	STAT1	927
ERBB2	STAT1	800
ERBB2	STAT1	800
EGFR	STAT1	996
EGFR	STAT1	996
PPARG	STAT1	854
PPARG	STAT1	854
KIT	STAT1	909
KIT	STAT1	909
ALB	STAT1	589
ALB	STAT1	589
PLK1	STAT1	579
PLK1	STAT1	579
HSPA4	STAT1	680
HSPA4	STAT1	680
FOS	STAT1	941
FOS	STAT1	941
CXCL8	STAT1	679
CXCL8	STAT1	679
CASP3	STAT1	701
CASP3	STAT1	701
GSK3B	STAT1	785
GSK3B	STAT1	785
MAPK11	STAT1	932
MAPK11	STAT1	932
HSP90AA1	STAT1	942
HSP90AA1	STAT1	942
LCK	STAT1	959
LCK	STAT1	959
PTPN11	STAT1	990
PTPN11	STAT1	990
PTK2	STAT1	839
PTK2	STAT1	839
CTNNB1	STAT1	569
CTNNB1	STAT1	569
FYN	STAT1	953
FYN	STAT1	953
CD4	MTOR	607
CD4	MTOR	607
SIRT1	MTOR	934
SIRT1	MTOR	934
MAPK1	MTOR	699
MAPK1	MTOR	699
NFKBIA	MTOR	649
NFKBIA	MTOR	649
TRIB3	MTOR	562
TRIB3	MTOR	562
PIK3R2	MTOR	935
PIK3R2	MTOR	935
IL2	MTOR	959
IL2	MTOR	959
CCND1	MTOR	697
CCND1	MTOR	697
GAPDH	MTOR	694
GAPDH	MTOR	694
MAPK14	MTOR	626
MAPK14	MTOR	626
IL4	MTOR	689
IL4	MTOR	689
PLCG1	MTOR	722
PLCG1	MTOR	722
RAC2	MTOR	607
RAC2	MTOR	607
KRAS	MTOR	854
KRAS	MTOR	854
MDM2	MTOR	564
MDM2	MTOR	564
CDH1	MTOR	543
CDH1	MTOR	543
MAPK3	MTOR	788
MAPK3	MTOR	788
EP300	MTOR	629
EP300	MTOR	629
IL1B	MTOR	602
IL1B	MTOR	602
AKT3	MTOR	966
AKT3	MTOR	966
KDR	MTOR	677
KDR	MTOR	677
PIK3CA	MTOR	957
PIK3CA	MTOR	957
FGF2	MTOR	506
FGF2	MTOR	506
STAT3	MTOR	994
STAT3	MTOR	994
EGF	MTOR	963
EGF	MTOR	963
MAPKAP1	MTOR	999
MAPKAP1	MTOR	999
TP53	MTOR	862
TP53	MTOR	862
ERBB2	MTOR	717
ERBB2	MTOR	717
EGFR	MTOR	978
EGFR	MTOR	978
ATM	MTOR	588
ATM	MTOR	588
PPARG	MTOR	961
PPARG	MTOR	961
KIT	MTOR	589
KIT	MTOR	589
ALB	MTOR	629
ALB	MTOR	629
RICTOR	MTOR	999
RICTOR	MTOR	999
NOS3	MTOR	528
NOS3	MTOR	528
LRRK2	MTOR	662
LRRK2	MTOR	662
IGF1	MTOR	782
IGF1	MTOR	782
HSPA4	MTOR	593
HSPA4	MTOR	593
CXCL8	MTOR	505
CXCL8	MTOR	505
CYCS	MTOR	615
CYCS	MTOR	615
CASP3	MTOR	714
CASP3	MTOR	714
RUVBL1	MTOR	755
RUVBL1	MTOR	755
HSPA5	MTOR	517
HSPA5	MTOR	517
GSK3B	MTOR	843
GSK3B	MTOR	843
HSP90AA1	MTOR	976
HSP90AA1	MTOR	976
PDPK1	MTOR	842
PDPK1	MTOR	842
CTNNB1	MTOR	693
CTNNB1	MTOR	693
FN1	MTOR	501
FN1	MTOR	501
RAC1	MTOR	601
RAC1	MTOR	601
STAT1	MTOR	944
STAT1	MTOR	944
IFNG	EPRS1	658
IFNG	EPRS1	658
GAPDH	EPRS1	996
GAPDH	EPRS1	996
RPS16	EPRS1	710
RPS16	EPRS1	710
RPS11	EPRS1	842
RPS11	EPRS1	842
RPS3	EPRS1	915
RPS3	EPRS1	915
LRRK2	EPRS1	703
LRRK2	EPRS1	703
RPS9	EPRS1	667
RPS9	EPRS1	667
HSPA4	EPRS1	584
HSPA4	EPRS1	584
CXCL8	EPRS1	507
CXCL8	EPRS1	507
RPL4	EPRS1	913
RPL4	EPRS1	913
RPS15A	EPRS1	657
RPS15A	EPRS1	657
HSP90AA1	EPRS1	550
HSP90AA1	EPRS1	550
RPS2	EPRS1	749
RPS2	EPRS1	749
RPS3A	EPRS1	854
RPS3A	EPRS1	854
RPSA	EPRS1	883
RPSA	EPRS1	883
MAPK13	MAPKAPK2	920
MAPK13	MAPKAPK2	920
MAPK12	MAPKAPK2	919
MAPK12	MAPKAPK2	919
MAPK1	MAPKAPK2	934
MAPK1	MAPKAPK2	934
MAPK14	MAPKAPK2	999
MAPK14	MAPKAPK2	999
HSPB1	MAPKAPK2	998
HSPB1	MAPKAPK2	998
MAPK3	MAPKAPK2	755
MAPK3	MAPKAPK2	755
MAPK11	MAPKAPK2	986
MAPK11	MAPKAPK2	986
MAPK13	NCF2	720
MAPK13	NCF2	720
MAPK12	NCF2	705
MAPK12	NCF2	705
MAPK1	NCF2	914
MAPK1	NCF2	914
MAPK14	NCF2	931
MAPK14	NCF2	931
RAC2	NCF2	999
RAC2	NCF2	999
CYBA	NCF2	999
CYBA	NCF2	999
MAPK3	NCF2	942
MAPK3	NCF2	942
IL1B	NCF2	627
IL1B	NCF2	627
PAK1	NCF2	918
PAK1	NCF2	918
NCF1	NCF2	999
NCF1	NCF2	999
NOS3	NCF2	595
NOS3	NCF2	595
MAPK11	NCF2	912
MAPK11	NCF2	912
CDH5	NCF2	936
CDH5	NCF2	936
RAC1	NCF2	999
RAC1	NCF2	999
HBEGF	PTPRK	903
HBEGF	PTPRK	903
EREG	PTPRK	902
EREG	PTPRK	902
CBL	PTPRK	916
CBL	PTPRK	916
EGF	PTPRK	917
EGF	PTPRK	917
RPS27A	PTPRK	903
RPS27A	PTPRK	903
EGFR	PTPRK	968
EGFR	PTPRK	968
TGFA	PTPRK	911
TGFA	PTPRK	911
UBB	PTPRK	905
UBB	PTPRK	905
CTNNB1	PTPRK	628
CTNNB1	PTPRK	628
HBEGF	ADAM12	609
HBEGF	ADAM12	609
EGF	ADAM12	954
EGF	ADAM12	954
FN1	ADAM12	536
FN1	ADAM12	536
AKT3	THEM4	851
AKT3	THEM4	851
PDPK1	THEM4	775
PDPK1	THEM4	775
MAPK1	NRAS	977
MAPK1	NRAS	977
CDC37	NRAS	906
CDC37	NRAS	906
PIK3R2	NRAS	855
PIK3R2	NRAS	855
IL2	NRAS	936
IL2	NRAS	936
CCND1	NRAS	619
CCND1	NRAS	619
HBEGF	NRAS	906
HBEGF	NRAS	906
EREG	NRAS	913
