from	to	combined_score
RPS23	RPS25	999
RPS9	RPS25	999
RPS9	RPS25	999
UBB	RPS25	590
UBB	RPS25	590
RPL4	RPS25	999
RPL4	RPS25	999
RPS15A	RPS25	999
RPS15A	RPS25	999
RPS2	RPS25	999
RPS2	RPS25	999
RPS3A	RPS25	999
RPS3A	RPS25	999
RPSA	RPS25	999
RPSA	RPS25	999
RPS26	RPS25	999
RPS26	RPS25	999
RPL5	RPS25	999
RPL5	RPS25	999
RPS4X	RPS25	999
RPS4X	RPS25	999
RPL11	RPS25	999
RPL11	RPS25	999
RPS6	RPS25	999
RPS6	RPS25	999
RPS8	RPS25	999
RPS8	RPS25	999
RPS14	RPS25	999
RPS14	RPS25	999
UBA52	RPS25	999
UBA52	RPS25	999
RPS18	RPS25	999
RPS18	RPS25	999
RPL9	RPS25	999
RPL9	RPS25	999
RPS24	RPS25	999
RPS24	RPS25	999
RACK1	RPS25	999
RACK1	RPS25	999
RPS20	RPS25	999
RPS20	RPS25	999
NEDD8	FAU	813
NEDD8	FAU	813
RPS16	FAU	999
RPS16	FAU	999
RPL8	FAU	999
RPL8	FAU	999
RPS11	FAU	999
RPS11	FAU	999
RPS27A	FAU	999
RPS27A	FAU	999
RPS3	FAU	999
RPS3	FAU	999
RPS23	FAU	999
RPS23	FAU	999
RPS9	FAU	999
RPS9	FAU	999
UBB	FAU	530
UBB	FAU	530
RPL4	FAU	999
RPL4	FAU	999
RPS15A	FAU	999
RPS15A	FAU	999
RPS2	FAU	999
RPS2	FAU	999
RPS3A	FAU	999
RPS3A	FAU	999
RPSA	FAU	999
RPSA	FAU	999
RPS26	FAU	999
RPS26	FAU	999
RPL5	FAU	999
RPL5	FAU	999
RPS4X	FAU	999
RPS4X	FAU	999
RPL11	FAU	999
RPL11	FAU	999
RPS6	FAU	999
RPS6	FAU	999
RPS8	FAU	999
RPS8	FAU	999
RPS14	FAU	999
RPS14	FAU	999
UBA52	FAU	999
UBA52	FAU	999
RPS18	FAU	999
RPS18	FAU	999
RPL9	FAU	999
RPL9	FAU	999
RPS24	FAU	999
RPS24	FAU	999
RACK1	FAU	999
RACK1	FAU	999
RPS20	FAU	999
RPS20	FAU	999
RPS25	FAU	999
RPS25	FAU	999
GAPDH	RPS13	580
GAPDH	RPS13	580
NEDD8	RPS13	540
NEDD8	RPS13	540
RPS16	RPS13	999
RPS16	RPS13	999
RPL8	RPS13	999
RPL8	RPS13	999
RPS11	RPS13	999
RPS11	RPS13	999
RPS27A	RPS13	999
RPS27A	RPS13	999
RPS3	RPS13	999
RPS3	RPS13	999
RPS23	RPS13	999
RPS23	RPS13	999
RPS9	RPS13	999
RPS9	RPS13	999
UBB	RPS13	534
UBB	RPS13	534
RPL4	RPS13	999
RPL4	RPS13	999
RPS15A	RPS13	999
RPS15A	RPS13	999
HSP90AA1	RPS13	651
HSP90AA1	RPS13	651
RPS2	RPS13	999
RPS2	RPS13	999
RPS3A	RPS13	999
RPS3A	RPS13	999
RPSA	RPS13	999
RPSA	RPS13	999
RPS26	RPS13	999
RPS26	RPS13	999
RPL5	RPS13	999
RPL5	RPS13	999
RPS4X	RPS13	999
RPS4X	RPS13	999
RPL11	RPS13	999
RPL11	RPS13	999
RPS6	RPS13	999
RPS6	RPS13	999
RPS8	RPS13	999
RPS8	RPS13	999
RPS14	RPS13	999
RPS14	RPS13	999
UBA52	RPS13	999
UBA52	RPS13	999
RPS18	RPS13	999
RPS18	RPS13	999
RPL9	RPS13	999
RPL9	RPS13	999
RPS24	RPS13	999
RPS24	RPS13	999
RACK1	RPS13	999
RACK1	RPS13	999
RPS20	RPS13	999
RPS20	RPS13	999
HSPA8	RPS13	601
HSPA8	RPS13	601
RPS25	RPS13	999
RPS25	RPS13	999
FAU	RPS13	999
FAU	RPS13	999
CD4	HIF1A	564
CD4	HIF1A	564
MAPK1	HIF1A	971
MAPK1	HIF1A	971
RBX1	HIF1A	974
RBX1	HIF1A	974
NFKBIA	HIF1A	556
NFKBIA	HIF1A	556
IL2	HIF1A	505
IL2	HIF1A	505
CCND1	HIF1A	967
CCND1	HIF1A	967
GAPDH	HIF1A	718
GAPDH	HIF1A	718
NEDD8	HIF1A	819
NEDD8	HIF1A	819
KRAS	HIF1A	647
KRAS	HIF1A	647
MDM2	HIF1A	999
MDM2	HIF1A	999
CDH1	HIF1A	693
CDH1	HIF1A	693
CREBBP	HIF1A	999
CREBBP	HIF1A	999
MAPK3	HIF1A	953
MAPK3	HIF1A	953
EP300	HIF1A	999
EP300	HIF1A	999
IL1B	HIF1A	724
IL1B	HIF1A	724
KDR	HIF1A	772
KDR	HIF1A	772
PIK3CA	HIF1A	609
PIK3CA	HIF1A	609
FGF2	HIF1A	703
FGF2	HIF1A	703
STAT3	HIF1A	999
STAT3	HIF1A	999
EGF	HIF1A	683
EGF	HIF1A	683
TP53	HIF1A	999
TP53	HIF1A	999
ERBB2	HIF1A	708
ERBB2	HIF1A	708
RPS27A	HIF1A	640
RPS27A	HIF1A	640
EGFR	HIF1A	976
EGFR	HIF1A	976
ATM	HIF1A	694
ATM	HIF1A	694
KIT	HIF1A	574
KIT	HIF1A	574
ALB	HIF1A	635
ALB	HIF1A	635
IGF1	HIF1A	700
IGF1	HIF1A	700
HSPA4	HIF1A	997
HSPA4	HIF1A	997
UBB	HIF1A	647
UBB	HIF1A	647
FOS	HIF1A	971
FOS	HIF1A	971
CXCL8	HIF1A	690
CXCL8	HIF1A	690
CASP3	HIF1A	720
CASP3	HIF1A	720
GSK3B	HIF1A	557
GSK3B	HIF1A	557
HSP90AA1	HIF1A	999
HSP90AA1	HIF1A	999
PTK2	HIF1A	569
PTK2	HIF1A	569
CTNNB1	HIF1A	997
CTNNB1	HIF1A	997
FN1	HIF1A	779
FN1	HIF1A	779
STAT1	HIF1A	534
STAT1	HIF1A	534
MTOR	HIF1A	819
MTOR	HIF1A	819
JUN	HIF1A	996
JUN	HIF1A	996
PTEN	HIF1A	793
PTEN	HIF1A	793
MMP9	HIF1A	718
MMP9	HIF1A	718
SRC	HIF1A	896
SRC	HIF1A	896
TLR4	HIF1A	630
TLR4	HIF1A	630
JAK2	HIF1A	544
JAK2	HIF1A	544
CDK1	HIF1A	681
CDK1	HIF1A	681
MAPK8	HIF1A	515
MAPK8	HIF1A	515
INS	HIF1A	667
INS	HIF1A	667
RELA	HIF1A	916
RELA	HIF1A	916
IL6	HIF1A	724
IL6	HIF1A	724
CD8A	HIF1A	562
CD8A	HIF1A	562
UBA52	HIF1A	601
UBA52	HIF1A	601
CD44	HIF1A	612
CD44	HIF1A	612
TNF	HIF1A	707
TNF	HIF1A	707
RHOA	HIF1A	546
RHOA	HIF1A	546
ESR1	HIF1A	929
ESR1	HIF1A	929
HRAS	HIF1A	650
HRAS	HIF1A	650
PTPRC	HIF1A	513
PTPRC	HIF1A	513
IL10	HIF1A	604
IL10	HIF1A	604
CDKN2A	HIF1A	989
CDKN2A	HIF1A	989
BRCA1	HIF1A	728
BRCA1	HIF1A	728
RACK1	HIF1A	999
RACK1	HIF1A	999
HSPA8	HIF1A	951
HSPA8	HIF1A	951
FGF4	UBC	600
FGF4	UBC	600
FGF20	UBC	600
FGF20	UBC	600
RBX1	UBC	942
RBX1	UBC	942
NFKBIA	UBC	713
NFKBIA	UBC	713
CCND1	UBC	654
CCND1	UBC	654
GAPDH	UBC	741
GAPDH	UBC	741
FGF23	UBC	600
FGF23	UBC	600
NEDD8	UBC	969
NEDD8	UBC	969
RPS16	UBC	637
RPS16	UBC	637
KRAS	UBC	923
KRAS	UBC	923
MDM2	UBC	997
MDM2	UBC	997
CDH1	UBC	671
CDH1	UBC	671
RPL8	UBC	745
RPL8	UBC	745
EP300	UBC	836
EP300	UBC	836
KDR	UBC	811
KDR	UBC	811
CBL	UBC	974
CBL	UBC	974
FGF2	UBC	692
FGF2	UBC	692
EGF	UBC	686
EGF	UBC	686
TP53	UBC	986
TP53	UBC	986
ERBB2	UBC	717
ERBB2	UBC	717
RPS11	UBC	674
RPS11	UBC	674
RPS27A	UBC	987
RPS27A	UBC	987
FGF18	UBC	600
FGF18	UBC	600
EGFR	UBC	873
EGFR	UBC	873
RPS3	UBC	688
RPS3	UBC	688
ATM	UBC	916
ATM	UBC	916
RPS23	UBC	505
RPS23	UBC	505
SHH	UBC	906
SHH	UBC	906
MAP2K1	UBC	702
MAP2K1	UBC	702
UBB	UBC	990
UBB	UBC	990
RPL4	UBC	501
RPL4	UBC	501
FGF5	UBC	618
FGF5	UBC	618
UBE2N	UBC	999
UBE2N	UBC	999
FGF8	UBC	600
FGF8	UBC	600
GSK3B	UBC	687
GSK3B	UBC	687
HSP90AA1	UBC	790
HSP90AA1	UBC	790
LCK	UBC	712
LCK	UBC	712
FGFR3	UBC	660
FGFR3	UBC	660
PTPN11	UBC	623
PTPN11	UBC	623
CTNNB1	UBC	724
CTNNB1	UBC	724
RPS3A	UBC	741
RPS3A	UBC	741
RPS26	UBC	563
RPS26	UBC	563
FGF17	UBC	600
FGF17	UBC	600
NRAS	UBC	916
NRAS	UBC	916
RPL5	UBC	504
RPL5	UBC	504
JUN	UBC	557
JUN	UBC	557
PTEN	UBC	950
PTEN	UBC	950
SRC	UBC	727
SRC	UBC	727
RPS4X	UBC	737
RPS4X	UBC	737
TLR4	UBC	913
TLR4	UBC	913
RPL11	UBC	611
RPL11	UBC	611
RPS6	UBC	527
RPS6	UBC	527
FGF9	UBC	600
FGF9	UBC	600
GRB2	UBC	670
GRB2	UBC	670
CDK1	UBC	654
CDK1	UBC	654
RPS8	UBC	670
RPS8	UBC	670
CDC42	UBC	690
CDC42	UBC	690
RELA	UBC	743
RELA	UBC	743
UBA52	UBC	985
UBA52	UBC	985
RPS18	UBC	610
RPS18	UBC	610
TNF	UBC	975
TNF	UBC	975
FGF16	UBC	600
FGF16	UBC	600
RHOA	UBC	759
RHOA	UBC	759
RPL9	UBC	522
RPL9	UBC	522
HRAS	UBC	933
HRAS	UBC	933
CDKN2A	UBC	924
CDKN2A	UBC	924
BRCA1	UBC	973
BRCA1	UBC	973
RPS20	UBC	596
RPS20	UBC	596
HSPA8	UBC	792
HSPA8	UBC	792
RPS25	UBC	569
RPS25	UBC	569
RPS13	UBC	541
RPS13	UBC	541
HIF1A	UBC	965
HIF1A	UBC	965
CD4	ITGAM	950
CD4	ITGAM	950
NFKBIA	ITGAM	551
NFKBIA	ITGAM	551
PIK3R2	ITGAM	607
PIK3R2	ITGAM	607
IL2	ITGAM	724
IL2	ITGAM	724
GAPDH	ITGAM	709
GAPDH	ITGAM	709
MAPK3	ITGAM	523
MAPK3	ITGAM	523
IL1B	ITGAM	863
IL1B	ITGAM	863
KDR	ITGAM	549
KDR	ITGAM	549
PIK3CA	ITGAM	641
PIK3CA	ITGAM	641
FGF2	ITGAM	537
FGF2	ITGAM	537
STAT3	ITGAM	674
STAT3	ITGAM	674
EGF	ITGAM	508
EGF	ITGAM	508
KIT	ITGAM	822
KIT	ITGAM	822
ALB	ITGAM	756
ALB	ITGAM	756
CXCL8	ITGAM	707
CXCL8	ITGAM	707
CASP3	ITGAM	619
CASP3	ITGAM	619
LCK	ITGAM	647
LCK	ITGAM	647
PTK2	ITGAM	680
PTK2	ITGAM	680
FN1	ITGAM	959
FN1	ITGAM	959
STAT1	ITGAM	618
STAT1	ITGAM	618
MMP9	ITGAM	969
MMP9	ITGAM	969
SRC	ITGAM	781
SRC	ITGAM	781
TLR4	ITGAM	858
TLR4	ITGAM	858
ITGB1	ITGAM	975
ITGB1	ITGAM	975
INS	ITGAM	584
INS	ITGAM	584
IL6	ITGAM	861
IL6	ITGAM	861
CD8A	ITGAM	906
CD8A	ITGAM	906
CD44	ITGAM	859
CD44	ITGAM	859
TNF	ITGAM	879
TNF	ITGAM	879
RHOA	ITGAM	926
RHOA	ITGAM	926
PTPRC	ITGAM	953
PTPRC	ITGAM	953
IL10	ITGAM	868
IL10	ITGAM	868
PIK3R1	ITGAM	626
PIK3R1	ITGAM	626
HIF1A	ITGAM	505
HIF1A	ITGAM	505
FGF4	FRS2	723
FGF4	FRS2	723
FGF20	FRS2	684
FGF20	FRS2	684
MAPK1	FRS2	975
MAPK1	FRS2	975
PIK3R2	FRS2	576
PIK3R2	FRS2	576
FGF23	FRS2	724
FGF23	FRS2	724
KRAS	FRS2	951
KRAS	FRS2	951
GAB1	FRS2	981
GAB1	FRS2	981
MAPK3	FRS2	968
MAPK3	FRS2	968
PIK3CA	FRS2	924
PIK3CA	FRS2	924
CBL	FRS2	984
CBL	FRS2	984
FGF2	FRS2	789
FGF2	FRS2	789
RPS27A	FRS2	605
RPS27A	FRS2	605
FGF18	FRS2	718
FGF18	FRS2	718
EGFR	FRS2	603
EGFR	FRS2	603
UBB	FRS2	600
UBB	FRS2	600
FGF5	FRS2	683
FGF5	FRS2	683
FGF8	FRS2	730
FGF8	FRS2	730
FGFR3	FRS2	973
FGFR3	FRS2	973
PTPN11	FRS2	999
PTPN11	FRS2	999
FGF17	FRS2	692
FGF17	FRS2	692
NRAS	FRS2	936
NRAS	FRS2	936
FRS3	FRS2	905
FRS3	FRS2	905
SRC	FRS2	992
SRC	FRS2	992
FGF9	FRS2	726
FGF9	FRS2	726
GRB2	FRS2	999
GRB2	FRS2	999
UBA52	FRS2	600
UBA52	FRS2	600
FGF16	FRS2	694
FGF16	FRS2	694
SHC1	FRS2	980
SHC1	FRS2	980
HRAS	FRS2	944
HRAS	FRS2	944
PIK3R1	FRS2	920
PIK3R1	FRS2	920
UBC	FRS2	600
UBC	FRS2	600
GAPDH	RPLP0	865
GAPDH	RPLP0	865
RPS16	RPLP0	999
RPS16	RPLP0	999
RPL8	RPLP0	999
RPL8	RPLP0	999
RPS11	RPLP0	999
RPS11	RPLP0	999
RPS27A	RPLP0	999
RPS27A	RPLP0	999
RPS3	RPLP0	999
RPS3	RPLP0	999
RPS23	RPLP0	999
RPS23	RPLP0	999
RPS9	RPLP0	999
RPS9	RPLP0	999
HSPA4	RPLP0	514
HSPA4	RPLP0	514
UBB	RPLP0	730
UBB	RPLP0	730
RPL4	RPLP0	999
RPL4	RPLP0	999
RPS15A	RPLP0	999
RPS15A	RPLP0	999
HSP90AA1	RPLP0	604
HSP90AA1	RPLP0	604
RPS2	RPLP0	999
RPS2	RPLP0	999
RPS3A	RPLP0	999
RPS3A	RPLP0	999
RPSA	RPLP0	999
RPSA	RPLP0	999
RPS26	RPLP0	999
RPS26	RPLP0	999
RPL5	RPLP0	999
RPL5	RPLP0	999
RPS4X	RPLP0	999
RPS4X	RPLP0	999
RPL11	RPLP0	999
RPL11	RPLP0	999
RPS6	RPLP0	999
RPS6	RPLP0	999
RPS8	RPLP0	999
RPS8	RPLP0	999
RPS14	RPLP0	999
RPS14	RPLP0	999
UBA52	RPLP0	999
UBA52	RPLP0	999
RPS18	RPLP0	999
RPS18	RPLP0	999
RPL9	RPLP0	999
RPL9	RPLP0	999
ESR1	RPLP0	607
ESR1	RPLP0	607
RPS24	RPLP0	999
RPS24	RPLP0	999
RACK1	RPLP0	999
RACK1	RPLP0	999
RPS20	RPLP0	999
RPS20	RPLP0	999
HSPA8	RPLP0	734
HSPA8	RPLP0	734
RPS25	RPLP0	999
RPS25	RPLP0	999
FAU	RPLP0	999
FAU	RPLP0	999
RPS13	RPLP0	999
RPS13	RPLP0	999
UBC	RPLP0	612
UBC	RPLP0	612
CD4	AKT1	697
CD4	AKT1	697
FGF4	AKT1	539
FGF4	AKT1	539
MAPK1	AKT1	895
MAPK1	AKT1	895
NFKBIA	AKT1	841
NFKBIA	AKT1	841
PIK3R2	AKT1	916
PIK3R2	AKT1	916
IL2	AKT1	966
IL2	AKT1	966
CCND1	AKT1	872
CCND1	AKT1	872
GAPDH	AKT1	913
GAPDH	AKT1	913
MAPK14	AKT1	956
MAPK14	AKT1	956
PLCG1	AKT1	855
PLCG1	AKT1	855
KRAS	AKT1	877
KRAS	AKT1	877
MDM2	AKT1	998
MDM2	AKT1	998
CDH1	AKT1	842
CDH1	AKT1	842
CREBBP	AKT1	978
CREBBP	AKT1	978
GAB1	AKT1	965
GAB1	AKT1	965
MAPK3	AKT1	906
MAPK3	AKT1	906
EP300	AKT1	998
EP300	AKT1	998
IL1B	AKT1	777
IL1B	AKT1	777
PIK3CA	AKT1	998
PIK3CA	AKT1	998
CBL	AKT1	689
CBL	AKT1	689
FGF2	AKT1	755
FGF2	AKT1	755
STAT3	AKT1	988
STAT3	AKT1	988
EGF	AKT1	861
EGF	AKT1	861
TP53	AKT1	989
TP53	AKT1	989
ERBB2	AKT1	516
ERBB2	AKT1	516
RPS27A	AKT1	528
RPS27A	AKT1	528
EGFR	AKT1	794
EGFR	AKT1	794
ATM	AKT1	745
ATM	AKT1	745
KIT	AKT1	758
KIT	AKT1	758
ALB	AKT1	792
ALB	AKT1	792
SHH	AKT1	674
SHH	AKT1	674
MAP2K1	AKT1	514
MAP2K1	AKT1	514
IGF1	AKT1	878
IGF1	AKT1	878
HSPA4	AKT1	879
HSPA4	AKT1	879
FOS	AKT1	711
FOS	AKT1	711
CXCL8	AKT1	714
CXCL8	AKT1	714
CASP3	AKT1	935
CASP3	AKT1	935
FGF8	AKT1	548
FGF8	AKT1	548
GSK3B	AKT1	996
GSK3B	AKT1	996
HSP90AA1	AKT1	999
HSP90AA1	AKT1	999
LCK	AKT1	939
LCK	AKT1	939
PTPN11	AKT1	978
PTPN11	AKT1	978
PTK2	AKT1	569
PTK2	AKT1	569
CTNNB1	AKT1	996
CTNNB1	AKT1	996
FYN	AKT1	819
FYN	AKT1	819
FN1	AKT1	778
FN1	AKT1	778
RAC1	AKT1	984
RAC1	AKT1	984
STAT1	AKT1	977
STAT1	AKT1	977
MTOR	AKT1	999
MTOR	AKT1	999
NRAS	AKT1	784
NRAS	AKT1	784
JUN	AKT1	974
JUN	AKT1	974
PTEN	AKT1	992
PTEN	AKT1	992
MMP9	AKT1	815
MMP9	AKT1	815
SRC	AKT1	985
SRC	AKT1	985
TLR4	AKT1	742
TLR4	AKT1	742
RPS6	AKT1	839
RPS6	AKT1	839
GRB2	AKT1	987
GRB2	AKT1	987
MAPK8	AKT1	642
MAPK8	AKT1	642
ITGB1	AKT1	831
ITGB1	AKT1	831
INS	AKT1	990
INS	AKT1	990
CDC42	AKT1	992
CDC42	AKT1	992
RELA	AKT1	738
RELA	AKT1	738
IL6	AKT1	832
IL6	AKT1	832
CD8A	AKT1	685
CD8A	AKT1	685
CD44	AKT1	807
CD44	AKT1	807
TNF	AKT1	829
TNF	AKT1	829
RHOA	AKT1	995
RHOA	AKT1	995
SHC1	AKT1	977
SHC1	AKT1	977
ESR1	AKT1	985
ESR1	AKT1	985
HRAS	AKT1	895
HRAS	AKT1	895
PTPRC	AKT1	641
PTPRC	AKT1	641
IL10	AKT1	697
IL10	AKT1	697
CDKN2A	AKT1	852
CDKN2A	AKT1	852
BRCA1	AKT1	987
BRCA1	AKT1	987
RACK1	AKT1	695
RACK1	AKT1	695
PIK3R1	AKT1	996
PIK3R1	AKT1	996
HSPA8	AKT1	853
HSPA8	AKT1	853
HIF1A	AKT1	990
HIF1A	AKT1	990
UBC	AKT1	511
UBC	AKT1	511
ITGAM	AKT1	624
ITGAM	AKT1	624
FRS2	AKT1	584
FRS2	AKT1	584
GAPDH	RPS15	517
GAPDH	RPS15	517
RPS16	RPS15	999
RPS16	RPS15	999
MDM2	RPS15	847
MDM2	RPS15	847
RPL8	RPS15	999
RPL8	RPS15	999
RPS11	RPS15	999
RPS11	RPS15	999
RPS27A	RPS15	999
RPS27A	RPS15	999
RPS3	RPS15	999
RPS3	RPS15	999
RPS23	RPS15	999
RPS23	RPS15	999
RPS9	RPS15	999
RPS9	RPS15	999
UBB	RPS15	645
UBB	RPS15	645
RPL4	RPS15	999
RPL4	RPS15	999
RPS15A	RPS15	999
RPS15A	RPS15	999
RPS2	RPS15	999
RPS2	RPS15	999
RPS3A	RPS15	999
RPS3A	RPS15	999
RPSA	RPS15	999
RPSA	RPS15	999
RPS26	RPS15	999
RPS26	RPS15	999
RPL5	RPS15	999
RPL5	RPS15	999
RPS4X	RPS15	999
RPS4X	RPS15	999
RPL11	RPS15	999
RPL11	RPS15	999
RPS6	RPS15	999
RPS6	RPS15	999
RPS8	RPS15	999
RPS8	RPS15	999
RPS14	RPS15	999
RPS14	RPS15	999
UBA52	RPS15	999
UBA52	RPS15	999
RPS18	RPS15	999
RPS18	RPS15	999
RPL9	RPS15	999
RPL9	RPS15	999
RPS24	RPS15	999
RPS24	RPS15	999
RACK1	RPS15	999
RACK1	RPS15	999
RPS20	RPS15	999
RPS20	RPS15	999
RPS25	RPS15	999
RPS25	RPS15	999
FAU	RPS15	999
FAU	RPS15	999
RPS13	RPS15	999
RPS13	RPS15	999
UBC	RPS15	528
UBC	RPS15	528
RPLP0	RPS15	999
RPLP0	RPS15	999
NEDD8	RPS19	501
NEDD8	RPS19	501
RPS16	RPS19	999
RPS16	RPS19	999
MDM2	RPS19	836
MDM2	RPS19	836
RPL8	RPS19	999
RPL8	RPS19	999
FGF2	RPS19	873
FGF2	RPS19	873
TP53	RPS19	769
TP53	RPS19	769
RPS11	RPS19	999
RPS11	RPS19	999
RPS27A	RPS19	999
RPS27A	RPS19	999
RPS3	RPS19	999
RPS3	RPS19	999
RPS23	RPS19	999
RPS23	RPS19	999
RPS9	RPS19	999
RPS9	RPS19	999
UBB	RPS19	538
UBB	RPS19	538
RPL4	RPS19	999
RPL4	RPS19	999
RPS15A	RPS19	999
RPS15A	RPS19	999
RPS2	RPS19	999
RPS2	RPS19	999
RPS3A	RPS19	999
RPS3A	RPS19	999
RPSA	RPS19	999
RPSA	RPS19	999
RPS26	RPS19	999
RPS26	RPS19	999
RPL5	RPS19	999
RPL5	RPS19	999
RPS4X	RPS19	999
RPS4X	RPS19	999
RPL11	RPS19	999
RPL11	RPS19	999
RPS6	RPS19	999
RPS6	RPS19	999
RPS8	RPS19	999
RPS8	RPS19	999
RPS14	RPS19	999
RPS14	RPS19	999
UBA52	RPS19	999
UBA52	RPS19	999
RPS18	RPS19	999
RPS18	RPS19	999
RPL9	RPS19	999
RPL9	RPS19	999
RPS24	RPS19	999
RPS24	RPS19	999
RACK1	RPS19	999
RACK1	RPS19	999
RPS20	RPS19	999
RPS20	RPS19	999
RPS25	RPS19	999
RPS25	RPS19	999
FAU	RPS19	999
FAU	RPS19	999
RPS13	RPS19	999
RPS13	RPS19	999
UBC	RPS19	508
UBC	RPS19	508
RPLP0	RPS19	999
RPLP0	RPS19	999
RPS15	RPS19	999
RPS15	RPS19	999
RPS16	RPS28	999
RPS16	RPS28	999
RPL8	RPS28	999
RPL8	RPS28	999
RPS11	RPS28	999
RPS11	RPS28	999
RPS27A	RPS28	999
RPS27A	RPS28	999
RPS3	RPS28	999
RPS3	RPS28	999
RPS23	RPS28	999
RPS23	RPS28	999
RPS9	RPS28	999
RPS9	RPS28	999
UBB	RPS28	777
UBB	RPS28	777
RPL4	RPS28	999
RPL4	RPS28	999
RPS15A	RPS28	999
RPS15A	RPS28	999
RPS2	RPS28	999
RPS2	RPS28	999
RPS3A	RPS28	999
RPS3A	RPS28	999
RPSA	RPS28	999
RPSA	RPS28	999
RPS26	RPS28	999
RPS26	RPS28	999
RPL5	RPS28	999
RPL5	RPS28	999
RPS4X	RPS28	999
RPS4X	RPS28	999
RPL11	RPS28	999
RPL11	RPS28	999
RPS6	RPS28	999
RPS6	RPS28	999
RPS8	RPS28	999
RPS8	RPS28	999
RPS14	RPS28	999
RPS14	RPS28	999
UBA52	RPS28	999
UBA52	RPS28	999
RPS18	RPS28	999
RPS18	RPS28	999
RPL9	RPS28	999
RPL9	RPS28	999
RPS24	RPS28	999
RPS24	RPS28	999
RACK1	RPS28	999
RACK1	RPS28	999
RPS20	RPS28	999
RPS20	RPS28	999
RPS25	RPS28	999
RPS25	RPS28	999
FAU	RPS28	999
FAU	RPS28	999
RPS13	RPS28	999
RPS13	RPS28	999
UBC	RPS28	604
UBC	RPS28	604
RPLP0	RPS28	999
RPLP0	RPS28	999
RPS15	RPS28	999
RPS15	RPS28	999
RPS19	RPS28	999
RPS19	RPS28	999
GAPDH	RPS5	631
GAPDH	RPS5	631
RPS16	RPS5	999
RPS16	RPS5	999
RPL8	RPS5	999
RPL8	RPS5	999
RPS11	RPS5	999
RPS11	RPS5	999
RPS27A	RPS5	999
RPS27A	RPS5	999
RPS3	RPS5	999
RPS3	RPS5	999
RPS23	RPS5	999
RPS23	RPS5	999
RPS9	RPS5	999
RPS9	RPS5	999
RPL4	RPS5	999
RPL4	RPS5	999
RPS15A	RPS5	999
RPS15A	RPS5	999
RPS2	RPS5	999
RPS2	RPS5	999
RPS3A	RPS5	999
RPS3A	RPS5	999
RPSA	RPS5	999
RPSA	RPS5	999
RPS26	RPS5	999
RPS26	RPS5	999
RPL5	RPS5	999
RPL5	RPS5	999
RPS4X	RPS5	999
RPS4X	RPS5	999
RPL11	RPS5	999
RPL11	RPS5	999
RPS6	RPS5	999
RPS6	RPS5	999
RPS8	RPS5	999
RPS8	RPS5	999
RPS14	RPS5	999
RPS14	RPS5	999
UBA52	RPS5	999
UBA52	RPS5	999
RPS18	RPS5	999
RPS18	RPS5	999
RPL9	RPS5	999
RPL9	RPS5	999
RPS24	RPS5	999
RPS24	RPS5	999
RACK1	RPS5	999
RACK1	RPS5	999
RPS20	RPS5	999
RPS20	RPS5	999
RPS25	RPS5	999
RPS25	RPS5	999
FAU	RPS5	999
FAU	RPS5	999
RPS13	RPS5	999
RPS13	RPS5	999
RPLP0	RPS5	999
RPLP0	RPS5	999
RPS15	RPS5	999
RPS15	RPS5	999
RPS19	RPS5	999
RPS19	RPS5	999
RPS28	RPS5	999
RPS28	RPS5	999
MAPK1	FGF1	922
MAPK1	FGF1	922
PIK3R2	FGF1	616
PIK3R2	FGF1	616
FGF23	FGF1	857
FGF23	FGF1	857
PLCG1	FGF1	680
PLCG1	FGF1	680
KRAS	FGF1	924
KRAS	FGF1	924
GAB1	FGF1	567
GAB1	FGF1	567
MAPK3	FGF1	944
MAPK3	FGF1	944
KDR	FGF1	854
KDR	FGF1	854
PIK3CA	FGF1	555
PIK3CA	FGF1	555
CBL	FGF1	615
CBL	FGF1	615
FGF2	FGF1	859
FGF2	FGF1	859
EGF	FGF1	693
EGF	FGF1	693
TP53	FGF1	608
TP53	FGF1	608
ERBB2	FGF1	725
ERBB2	FGF1	725
RPS27A	FGF1	606
RPS27A	FGF1	606
EGFR	FGF1	790
EGFR	FGF1	790
KIT	FGF1	787
KIT	FGF1	787
ALB	FGF1	508
ALB	FGF1	508
IGF1	FGF1	671
IGF1	FGF1	671
UBB	FGF1	600
UBB	FGF1	600
FGFR3	FGF1	998
FGFR3	FGF1	998
PTPN11	FGF1	613
PTPN11	FGF1	613
FN1	FGF1	596
FN1	FGF1	596
FGF17	FGF1	799
FGF17	FGF1	799
NRAS	FGF1	910
NRAS	FGF1	910
FRS3	FGF1	593
FRS3	FGF1	593
GRB2	FGF1	933
GRB2	FGF1	933
INS	FGF1	599
INS	FGF1	599
IL6	FGF1	565
IL6	FGF1	565
UBA52	FGF1	600
UBA52	FGF1	600
CD44	FGF1	854
CD44	FGF1	854
SHC1	FGF1	592
SHC1	FGF1	592
HRAS	FGF1	929
HRAS	FGF1	929
PIK3R1	FGF1	549
PIK3R1	FGF1	549
UBC	FGF1	610
UBC	FGF1	610
FRS2	FGF1	799
FRS2	FGF1	799
AKT1	FGF1	556
AKT1	FGF1	556
MAPK1	PLCG2	527
MAPK1	PLCG2	527
PIK3R2	PLCG2	689
PIK3R2	PLCG2	689
PLCG1	PLCG2	939
PLCG1	PLCG2	939
GAB1	PLCG2	611
GAB1	PLCG2	611
